UTM180920201,UTM180920202
560736.703613012,8760478.49389395
560736.831772553,8760478.77946408
560736.934218606,8760478.92969577
560737.005503974,8760479.19016078
560737.059091997,8760479.41624502
560737.092836221,8760479.60784447
560737.04445959,8760479.85133564
560737.015970973,8760479.99522151
560737.153300677,8760480.13596953
560737.249336667,8760480.19649575
560737.198243743,8760480.54042445
560737.268522096,8760480.59970232
560737.075821386,8760480.75797823
560737.096716251,8760480.8595601
560737.170162656,8760481.07543245
560737.109462299,8760481.26245457
560737.06428327,8760481.57314683
560737.164523552,8760481.90206131
560737.200983939,8760481.99322322
560737.252454811,8760482.12981004
560737.363486359,8760482.28045788
560737.420841518,8760482.47320167
560737.355833479,8760482.70471242
560737.49049082,8760482.81180791
560737.456073566,8760483.03362691
560737.424898167,8760483.18855691
560737.49992095,8760483.50507488
560737.432270473,8760483.61353966
560737.397808926,8760483.96944876
560737.427259987,8760484.16084015
560737.376211381,8760484.37067875
560737.369698143,8760484.59385015
560737.310019408,8760484.93736272
560737.422612492,8760485.23335286
560737.416084459,8760485.50122096
560737.570570344,8760485.68749797
560737.682622972,8760485.9946363
560737.795770956,8760486.23478161
560737.864339224,8760486.5956842
560738.000572615,8760486.80342534
560738.173295709,8760487.01293504
560738.149070338,8760487.24642235
560738.117295356,8760487.5912873
560738.251922444,8760487.78777627
560738.317307818,8760488.03678109
560738.389628377,8760488.40903994
560738.419005001,8760488.82391485
560738.425821606,8760489.30474246
560738.327551019,8760489.51229231
560738.387577539,8760489.7386887
560738.335388967,8760490.14961038
560738.412046726,8760490.3879872
560738.371700696,8760490.68773931
560738.448343571,8760490.97081283
560738.478845179,8760491.22930131
560738.441666892,8760491.68564791
560738.380367045,8760492.06260492
560738.419454404,8760492.32150953
560738.456891101,8760492.70325204
560738.412629283,8760493.48331159
560738.3620617,8760493.86078877
560738.337251459,8760494.23951433
560738.375258072,8760494.52071527
560738.348841699,8760494.88818864
560738.326718215,8760495.25587007
560738.35345225,8760495.54769901
560738.290561227,8760495.86870713
560738.387032279,8760496.23096216
560738.475983301,8760496.61520144
560738.676008751,8760497.01599859
560738.743539819,8760497.26510746
560738.738151426,8760497.33189243
560738.807784293,8760497.71519543
560738.870992666,8760498.05348964
560738.992184536,8760498.30519936
560739.123612851,8760498.43448733
560739.156305076,8760498.55898976
560739.198663697,8760498.661612
560739.188967522,8760498.77288559
560739.016652808,8760498.95449786
560738.895867463,8760499.09391026
560738.884010002,8760499.24977652
560738.941319263,8760499.57661047
560738.932659125,8760499.79967783
560738.948164967,8760499.96804469
560739.021550081,8760500.36270394
560739.133615592,8760500.6251457
560739.266619937,8760500.85507928
560739.334705841,8760501.04834332
560739.410341488,8760501.13022974
560739.491831369,8760501.35766652
560739.50188903,8760501.77160514
560739.462038449,8760502.19429914
560739.651870721,8760502.58342811
560739.666236055,8760502.9528781
560739.638753482,8760503.29795107
560739.696107022,8760503.49069496
560739.727658647,8760503.81628052
560739.779608761,8760504.12050608
560739.931375124,8760504.4072209
560739.96133549,8760504.67685758
560739.871442238,8760505.5105772
560739.990922389,8760506.0639117
560739.943581566,8760506.41919651
560739.970795308,8760506.87866411
560740.015750615,8760507.23842243
560739.900834898,8760507.47868839
560739.888932462,8760507.76864473
560739.902757176,8760508.14924289
560739.374618507,8760508.48122399
560738.958064061,8760508.90800844
560738.975131008,8760509.22171758
560739.499322641,8760509.45943715
560739.622659481,8760509.71125096
560739.8726199,8760510.01389953
560740.167144508,8760510.24048767
560740.462209357,8760510.4559277
560740.580772621,8760510.53989491
560740.772239077,8760510.85088285
560740.667410324,8760511.41569398
560740.470871153,8760511.8307933
560740.500275742,8760512.15627485
560740.532922398,8760512.41486741
560740.606846259,8760512.79837858
560740.675891922,8760513.32691994
560740.721341987,8760513.80962021
560740.764120237,8760514.25866791
560741.010296906,8760514.63935386
560741.276376495,8760514.87573795
560741.431893446,8760515.17380919
560741.655044692,8760515.4081126
560741.863171004,8760515.64168779
560742.137820787,8760515.9231849
560742.446272573,8760516.21749487
560742.768683384,8760516.49013283
560742.990243186,8760516.66848758
560743.327168411,8760516.86360873
560743.656002968,8760517.18125573
560743.887183544,8760517.47182057
560744.319090551,8760517.66037166
560744.845949255,8760517.93174605
560745.039080041,8760518.07520006
560745.311582163,8760518.35659383
560745.469289608,8760518.52067953
560745.990758909,8760518.85883933
560745.993369719,8760519.0712787
560746.216565015,8760519.17149283
560746.271290634,8760519.19649435
560746.416119441,8760519.35995589
560746.758987895,8760519.43244817
560747.128663457,8760519.57328619
560747.359317608,8760519.83030313
560747.548109245,8760520.10763953
560747.751430966,8760520.26276237
560748.004119808,8760520.42027836
560748.29544376,8760520.57966729
560748.513805395,8760520.69082189
560748.588281833,8760521.01848868
560748.992283783,8760521.20568874
560749.370651457,8760521.03406674
560749.609905796,8760521.24680361
560749.703220397,8760521.40776829
560750.0352794,8760521.7032247
560750.281497762,8760521.94982239
560750.438663654,8760522.12505688
560750.81531767,8760522.25505998
560750.827594073,8760522.44561925
560750.955204577,8760522.74233899
560751.044256874,8760522.81370227
560751.229881518,8760522.93444471
560751.65000355,8760523.05538099
560751.910226863,8760523.14621691
560752.210660299,8760523.33957151
560752.499774882,8760523.67764415
560753.001505882,8760523.66844495
560753.36579035,8760523.87606971
560753.63827383,8760524.20216199
560754.007344791,8760524.53293699
560754.369976382,8760524.86339992
560754.567907229,8760525.08530875
560754.854936507,8760525.24449109
560755.093710794,8760525.28959038
560755.393633858,8760525.4047005
560755.571737565,8760525.54742771
560755.603871164,8760525.72777543
560755.825983568,8760525.8502876
560756.04593396,8760526.01739244
560756.642011645,8760526.28095363
560757.069558562,8760526.6480878
560757.434444539,8760526.66577879
560757.857839144,8760526.63043481
560758.409476557,8760526.61248313
560758.934832506,8760526.55973434
560759.247139846,8760526.55252786
560759.862087941,8760526.55999517
560760.615485958,8760526.55182698
560761.100569707,8760526.57534699
560761.45900077,8760526.63742364
560761.768064876,8760526.69710673
560761.863523883,8760526.8581764
560762.05343971,8760526.97912859
560762.424796374,8760526.90773986
560762.678085938,8760526.87532386
560762.862627809,8760527.01836433
560762.920485305,8760527.28935453
560763.086806549,8760527.36446535
560763.346535206,8760527.33236172
560763.591779731,8760527.28838146
560763.760279042,8760527.27420305
560763.829488129,8760527.31108202
560763.919636383,8760527.31545321
560764.168124326,8760527.20458413
560764.472974834,8760527.04057624
560764.511641576,8760526.95305623
560764.657675374,8760526.73665
560765.009206031,8760526.5860801
560765.192761991,8760526.48323704
560765.346252629,8760526.42363359
560765.799681183,8760526.4344461
560766.011012806,8760526.69052977
560766.048566629,8760526.71469951
560766.634005926,8760526.70956488
560766.9870628,8760526.79373126
560767.660535979,8760526.70347105
560768.093549753,8760526.78034065
560768.526643607,8760526.6337269
560769.749100019,8760526.44717149
560770.071026134,8760526.55217784
560770.578098296,8760526.61029094
560770.721954615,8760526.48317472
560771.013911778,8760526.36324059
560771.405651892,8760526.31519171
560771.86121079,8760526.3708072
560772.261520345,8760526.36787164
560772.562063255,8760526.24835424
560772.886200325,8760526.17467861
560773.154531321,8760526.09829668
560773.61067951,8760526.00867455
560774.078641025,8760525.89727675
560774.778969612,8760525.74127648
560775.158372443,8760525.68145606
560775.549572324,8760525.64455662
560775.832895789,8760525.65829733
560776.251474401,8760525.58920282
560776.70763936,8760525.45488512
560777.169702915,8760525.33202804
560777.967193257,8760525.08017245
560778.678795528,8760524.91354671
560779.086101934,8760524.85508079
560779.525030738,8760524.89871809
560780.166538761,8760525.64499219
560780.46541122,8760525.69301122
560780.836261777,8760525.5433827
560781.21571446,8760525.34947401
560781.698045626,8760525.56283283
560782.162157081,8760525.70826189
560782.447036649,8760525.86734644
560782.716024794,8760525.46694151
560783.179529288,8760525.80230588
560783.535896184,8760525.64080125
560784.058092533,8760525.43146838
560784.594756462,8760525.27870934
560785.119524032,8760525.37120977
560785.599691585,8760525.62916268
560786.035442028,8760525.56090435
560786.443830213,8760525.48014453
560786.810846267,8760525.54264489
560787.104834985,8760525.73569552
560787.32731847,8760526.29403212
560787.557322442,8760526.83038482
560787.73266852,8760527.16294744
560788.261003109,8760527.75846925
560788.561396747,8760528.04122598
560788.908943707,8760528.50506018
560789.255983149,8760528.89064924
560789.516676569,8760529.14913163
560789.659876363,8760529.34604261
560789.869580405,8760529.63557475
560790.183815463,8760530.2095372
560790.623638744,8760530.72254579
560791.093155427,8760530.75649671
560791.401812982,8760531.88890789
560791.573034274,8760533.19344204
560791.51749944,8760533.89473387
560791.347480463,8760535.093319
560791.115183197,8760536.378278
560790.867304029,8760537.71835302
560790.619442102,8760539.01373138
560790.51770189,8760539.86922308
560790.432084767,8760540.65845064
560790.244490196,8760541.5097775
560789.915827291,8760542.20899417
560789.831410026,8760542.66304859
560789.7062288,8760543.07042804
560789.591745774,8760543.56772149
560789.544881527,8760544.04594638
560789.320833424,8760544.80610994
560789.152184587,8760545.22255518
560788.865385402,8760545.9014541
560788.655972902,8760546.27122446
560788.426144951,8760546.70705078
560788.331047001,8760547.02649462
560788.165102657,8760547.38719928
560788.104870436,8760547.74185757
560788.05798996,8760548.26477921
560787.716028294,8760548.661643
560787.388567276,8760549.02568714
560787.198980037,8760549.47464004
560787.244950457,8760549.94619386
560787.388097575,8760550.27719468
560787.074680505,8760550.39608382
560786.879786335,8760550.68833803
560786.810378104,8760551.18781816
560786.701287657,8760551.61832711
560786.742391116,8760552.19021423
560786.808219376,8760552.65155693
560786.864397412,8760553.09008276
560786.985015981,8760553.39764197
560787.191437811,8760553.84345593
560787.538520391,8760554.09495441
560788.381441199,8760554.28111077
560789.115016381,8760554.14908074
560789.478779035,8760554.27847076
560789.786179078,8760554.4609986
560790.100018054,8760554.64383888
560790.42083677,8760554.81584346
560790.741655401,8760554.98784812
560790.950847376,8760555.19913519
560791.219072066,8760555.39093732
560791.576429034,8760555.43062219
560791.908553786,8760555.50260624
560792.310442996,8760555.55562607
560792.838949167,8760555.65948614
560793.301949425,8760555.87191232
560793.792868948,8760556.04099563
560794.456457701,8760556.50899
560795.713567775,8760556.84933827
560797.057054384,8760557.22740167
560797.965289181,8760557.79666248
560798.743361378,8760557.76736644
560799.605871191,8760557.23932041
560800.664538375,8760557.32420912
560801.710240891,8760557.63195737
560802.732350599,8760557.89386423
560803.775399719,8760558.1232648
560804.835619169,8760558.35349942
560805.886188503,8760558.56091791
560806.780092698,8760558.71603766
560807.628382744,8760558.88011901
560808.571146358,8760558.95939025
560809.501590465,8760558.98219243
560810.388496428,8760559.19284713
560811.27325579,8760559.40339829
560812.160161216,8760559.61405424
560813.04652536,8760559.83585895
560813.931283909,8760560.046412
560814.70163894,8760560.53077333
560815.518201811,8760560.86093624
560816.404564583,8760561.08274333
560817.288780742,8760561.30444688
560818.175142944,8760561.52625522
560819.675985607,8760561.54322552
560830.040603847,8760569.89074066
560830.655348245,8760570.34520975
560830.848177569,8760569.87407135
560830.766956547,8760570.35062766
560830.862870738,8760570.67934127
560830.987301697,8760570.81947445
560831.069181949,8760571.34864597
560831.139266602,8760571.8548961
560831.580662816,8760572.37917143
560831.718851014,8760572.98929726
560832.413006627,8760573.44762233
560832.214814411,8760572.61109551
560832.331348573,8760572.38209033
560832.889259878,8760572.72205764
560833.416562871,8760573.11641129
560834.128036442,8760573.21799728
560836.03565863,8760574.38335022
560836.684815401,8760575.94575882
560836.85418822,8760577.68601384
560836.344340793,8760579.19215415
560836.225735946,8760580.5273241
560836.410915606,8760581.67610325
560836.555538902,8760582.28654222
560836.76236721,8760582.98939644
560837.106613829,8760583.56482949
560837.576949974,8760584.1575587
560838.0039308,8760584.49117195
560838.37619039,8760584.7997798
560838.591789471,8760585.05608414
560838.768830172,8760585.13172605
560838.721443331,8760585.53170384
560838.904829167,8760585.83114188
560839.058689419,8760586.16266964
560839.19170295,8760586.30322045
560839.43148949,8760586.46012968
560839.623478907,8760586.71528794
560839.798895522,8760586.82437437
560839.822429594,8760587.00430743
560839.829353408,8760587.12756202
560840.116993124,8760587.05213231
560840.402467804,8760587.02129515
560840.359000837,8760587.03035912
560840.414804246,8760587.03306851
560840.339609129,8760587.20820805
560840.178600217,8760587.28978592
560839.597423329,8760587.42918465
560839.585124405,8760587.32801789
560839.383354913,8760587.36291925
560839.279810753,8760587.32436882
560839.184851726,8760587.28623521
560839.025429195,8760587.42376225
560838.801599444,8760587.60285988
560838.850310307,8760587.88458489
560838.850795355,8760588.00752687
560838.767015372,8760588.18224968
560838.624800713,8760588.23121701
560838.482623514,8760588.19079097
560838.307729528,8760588.11525331
560838.413942459,8760588.18745644
560838.372080581,8760588.20777282
560838.456364312,8760588.11129525
560838.534153031,8760588.14859516
560838.604457846,8760588.11848533
560838.674800125,8760587.9989821
560838.60828407,8760587.95105506
560838.535814238,8760588.0257574
560838.434397674,8760588.03200793
560838.401718335,8760587.9075029
560838.48383708,8760587.85561783
560838.47739823,8760587.85530522
560838.408698436,8760587.89666739
560838.458585486,8760587.93261265
560838.449384212,8760588.12213076
560838.488577283,8760588.06816161
560838.30453818,8760588.04805195
560838.245953707,8760588.27987006
560838.052209587,8760588.37103328
560838.108516762,8760588.45198784
560838.041403338,8760588.54929906
560838.105773095,8760588.59712186
560838.228671151,8760588.54721663
560838.399832486,8760588.56670105
560838.721774832,8760588.58233168
560838.975036141,8760588.59462782
560838.969082322,8760588.71725718
560838.855310634,8760588.75643103
560838.910553968,8760588.81498517
560838.922349148,8760588.83790665
560838.943811966,8760588.83894869
560838.905160152,8760588.88176971
560838.802623668,8760588.99970985
560838.636258746,8760589.05867906
560838.573997853,8760589.10035384
560838.688814541,8760589.12827711
560838.896966348,8760589.22777835
560839.094927975,8760589.31561048
560839.277361862,8760589.32446792
560839.424895231,8760589.38750293
560839.331522631,8760589.40531833
560839.523605387,8760589.43699309
560839.670522384,8760589.68996304
560839.505202495,8760589.81602927
560839.600142548,8760589.89885961
560839.639298079,8760589.93428389
560839.734256888,8760589.97241753
560839.899464098,8760590.11453151
560840.094719184,8760590.25810441
560840.211121955,8760590.34197686
560840.317875853,8760590.40303203
560840.463728825,8760590.63360162
560840.503406775,8760590.70257451
560840.524290681,8760590.8041581
560840.455012088,8760590.94606168
560840.286985924,8760591.12786843
560840.117877271,8760591.33197145
560839.986319128,8760591.56024645
560839.774845088,8760591.70642057
560839.811237877,8760591.93167556
560839.80364138,8760592.13244599
560839.93406054,8760592.06055731
560840.050538315,8760591.96564294
560840.057499619,8760591.99950414
560839.966198315,8760592.1962105
560840.808526977,8760592.438247
560841.746355163,8760592.70726975
560842.423438911,8760592.89658652
560842.981394781,8760593.10246824
560843.402568058,8760593.20113908
560843.905261827,8760593.39316357
560844.383263824,8760593.60633815
560844.877353231,8760593.84264288
560845.307092244,8760593.98642792
560845.819491175,8760594.06718041
560845.983054182,8760594.28743625
560846.194822662,8760594.71117215
560846.225354725,8760594.83557317
560846.311167538,8760594.92913526
560846.557485495,8760594.86287501
560846.624019913,8760594.86610577
560846.765749999,8760594.69419737
560846.860243092,8760594.56469288
560847.00622769,8760594.48238634
560847.239706254,8760594.32610752
560847.493564935,8760594.19316718
560847.691060167,8760594.11336199
560847.7522957,8760593.95989381
560848.023827871,8760593.90603261
560848.262605536,8760593.90645298
560848.570643494,8760593.80966695
560848.714443809,8760593.81664978
560849.016603472,8760593.66370639
560849.295676421,8760593.54316519
560849.581729601,8760593.41178861
560849.857032325,8760593.32458767
560850.067405502,8760593.2454082
560850.342669975,8760593.24760077
560850.562691849,8760593.19123873
560850.80580058,8760593.10247464
560850.989858014,8760593.07788943
560851.278038571,8760592.99131416
560851.56942898,8760592.92724364
560851.683722919,8760592.92161953
560851.821625885,8760592.91714193
560852.022853573,8760592.89339069
560852.362041944,8760592.73107184
560852.771516116,8760592.58334074
560853.040341932,8760592.58522122
560853.327865779,8760592.77797473
560853.620822697,8760592.81455043
560853.855327356,8760592.7700667
560854.041531196,8760592.74558618
560854.107562924,8760592.67057205
560854.145673783,8760592.63889962
560854.300186309,8760592.69110095
560854.429446305,8760592.82029681
560854.398566618,8760592.26007672
560854.440834912,8760592.54148966
560854.603951854,8760592.54941125
560854.607065051,8760592.79539944
560854.615630839,8760592.84051307
560854.518487756,8760592.89166746
560854.465894365,8760592.91146214
560854.550121173,8760592.94907575
560854.655694832,8760593.25591188
560854.960852568,8760593.6171383
560855.141487611,8760594.0617127
560855.20632051,8760594.27717505
560855.060915375,8760594.25893912
560855.132554454,8760594.86583635
560854.940782225,8760595.35937147
560855.152566893,8760595.73841219
560855.251662603,8760596.13432907
560855.318467453,8760596.75216595
560855.319936851,8760597.0762952
560855.431349201,8760597.5286823
560855.659781385,8760597.87500839
560855.809903794,8760598.15048493
560856.121421138,8760598.69081113
560856.275333234,8760598.88825092
560856.463566109,8760599.13205518
560856.682948848,8760599.31032584
560856.9221699,8760599.52308324
560857.092691021,8760599.77720182
560857.315244364,8760600.06737069
560857.349409643,8760600.47130876
560857.434602055,8760600.75480653
560857.317987574,8760601.16259616
560857.255068531,8760601.48359832
560857.224845959,8760601.88440931
560857.269317668,8760602.03183648
560857.452715885,8760602.28658053
560857.519172112,8760602.46859866
560857.589418312,8760602.57257999
560857.624260967,8760602.65249306
560857.644079809,8760602.73167647
560857.735247133,8760602.84784829
560857.67882517,8760603.03507304
560857.677142511,8760603.20260748
560857.789752901,8760603.36451837
560857.829371068,8760603.5675819
560857.822254613,8760603.8912942
560857.736229199,8760604.289395
560857.753262989,8760604.60310578
560857.700553226,8760604.89108052
560857.691309989,8760605.16999188
560857.759331875,8760605.45265577
560857.71520714,8760605.74104745
560857.644747025,8760606.1287298
560857.626899308,8760606.45192092
560857.743723986,8760606.79282707
560857.952856848,8760607.09351874
560857.966680842,8760607.38472482
560858.03044897,8760607.57778686
560858.167170068,8760607.81908968
560858.310949281,8760607.87077032
560858.377985448,8760607.95224698
560858.434290362,8760608.03320245
560858.495970642,8760608.09207018
560858.544773422,8760608.15031248
560858.593576198,8760608.20855477
560858.711078439,8760608.22543602
560858.829624525,8760608.30941443
560859.038893521,8760608.2972294
560859.258352321,8760608.29671371
560859.57439231,8760608.30088887
560859.931752474,8760608.29589657
560860.241353724,8760608.29975917
560860.41786799,8760608.34185555
560860.662018444,8760608.32019054
560860.889501199,8760608.37593692
560861.143821841,8760608.41063803
560861.40405936,8760608.41210334
560861.550004251,8760608.41919189
560861.694344359,8760608.41502811
560861.829036163,8760608.38804689
560861.942265489,8760608.36002325
560862.038324831,8760608.33116565
560862.144052115,8760608.28042883
560862.193435469,8760608.23812975
560862.136550061,8760608.25771562
560862.046929457,8760608.28688594
560861.863917607,8760608.37856668
560861.812949111,8760608.36491671
560861.968424538,8760608.66300295
560862.099859153,8760609.94326989
560862.34800711,8760610.59226418
560862.371537198,8760610.77219767
560862.677849676,8760610.93234295
560862.639719435,8760611.00871181
560862.589371169,8760610.80512691
560862.61939893,8760610.85128304
560862.733553697,8760611.15853683
560862.699735611,8760611.19041749
560862.729162882,8760611.38181183
560862.786412624,8760611.75334817
560862.870500185,8760612.10383923
560863.022145095,8760612.56935579
560862.910520871,8760612.60863169
560862.702739262,8760612.90024863
560862.80993325,8760613.17364111
560863.099882489,8760613.93641008
560862.720185506,8760614.711351
560862.684644689,8760615.00015949
560862.877185812,8760615.19947651
560863.075565021,8760615.54434451
560863.136486553,8760616.10602426
560863.110150855,8760616.20531481
560863.066103798,8760616.31491951
560863.374196882,8760616.08404704
560863.578670142,8760615.99340899
560863.472204832,8760616.50226079
560863.590247731,8760616.50799438
560863.628820805,8760616.64396092
560863.667334714,8760616.91401756
560863.681383003,8760617.90922276
560863.615735573,8760618.33066185
560863.722082517,8760618.08999025
560863.761216726,8760618.17011199
560863.961416963,8760618.03456881
560863.84000689,8760618.36390405
560863.82109419,8760618.6646946
560863.858663096,8760618.64417058
560864.130653441,8760618.75795157
560864.111297882,8760618.84640673
560864.154163264,8760618.98258178
560864.259407535,8760618.80890315
560864.176226291,8760618.83838606
560864.177348765,8760618.72669644
560864.431706734,8760618.67200482
560864.593717525,8760618.74692064
560864.822281211,8760618.78037152
560864.854435137,8760618.87132865
560865.010007187,8760618.94593178
560865.170954685,8760618.99844721
560865.358198437,8760619.04106554
560865.517019471,8760619.04878006
560865.804594513,8760619.10744635
560865.990755211,8760619.17236101
560866.03472321,8760619.24154321
560865.941292883,8760619.39344672
560865.90306361,8760619.69329898
560865.688863404,8760619.93990596
560865.652879424,8760620.01637899
560865.582014288,8760620.10233211
560865.494481249,8760620.26569652
560865.581836102,8760620.50460239
560865.498093628,8760620.58993002
560865.32033992,8760620.92770272
560865.43525214,8760620.73214497
560865.377304003,8760620.72933021
560865.427169147,8760620.80997325
560865.614934322,8760620.88614021
560865.81986929,8760620.96314121
560866.169162763,8760620.99128227
560866.376805254,8760621.0125428
560866.273568277,8760621.49920239
560866.417067915,8760622.17663774
560866.387568233,8760623.35969284
560866.713362809,8760625.55452926
560866.887748072,8760625.55182562
560866.881289552,8760625.59620956
560867.170770745,8760626.19134079
560867.123494328,8760626.32313731
560867.164714607,8760626.5374535
560867.306285425,8760626.72312101
560867.244507134,8760626.88773634
560867.117780962,8760627.10506889
560866.914874097,8760627.29635212
560866.884186202,8760627.52952418
560866.763878928,8760627.79186622
560866.802794024,8760628.36365172
560866.721699934,8760628.5273288
560866.679779229,8760628.68173432
560866.912091954,8760628.7265422
560866.779488747,8760628.88771721
560866.864815633,8760628.85833873
560866.924869856,8760628.9506512
560867.231818121,8760628.876166
560867.291310901,8760629.0243233
560867.718928932,8760629.07861841
560868.183494397,8760629.30232468
560868.166806464,8760629.42443262
560868.254179936,8760629.61864198
560868.43921598,8760629.79524662
560868.572201359,8760629.98049725
560868.690183161,8760630.12032141
560868.807663291,8760630.1819003
560869.147767894,8760630.35486338
560869.206698859,8760630.55886558
560869.324099053,8760630.79923131
560869.444186952,8760631.0285532
560869.613677579,8760631.17087962
560869.778314213,8760631.36884236
560869.970289963,8760631.62400528
560870.135949579,8760631.93376194
560870.213574586,8760632.32863741
560870.391589733,8760632.60547107
560870.489252159,8760632.5878665
560870.566515611,8760632.59161982
560870.704915928,8760632.66538959
560871.020548579,8760632.36783887
560871.169659894,8760632.48682669
560871.287821549,8760632.22438082
560871.295985073,8760631.96776578
560871.433863907,8760632.00798704
560871.766465969,8760632.15823757
560872.117842252,8760632.32057465
560872.482075604,8760632.52823411
560872.520606891,8760632.75359432
560872.448197521,8760632.69420459
560872.496938354,8760632.88653753
560872.588101902,8760633.00271043
560872.574662998,8760633.05792966
560872.613274617,8760633.10450308
560872.746760384,8760633.36799945
560872.856698144,8760633.49625885
560872.930691967,8760633.61159767
560873.097514175,8760633.72027171
560873.136586875,8760633.93448384
560873.096290226,8760634.05544481
560873.100020941,8760634.11149815
560873.128422949,8760634.19109886
560873.218563528,8760634.19547793
560873.319334518,8760634.42386181
560873.332091,8760634.69266758
560873.438237493,8760634.89896379
560873.449930897,8760635.14536908
560873.528718279,8760635.33916175
560873.662243855,8760635.51326482
560873.81612809,8760635.75540346
560874.04675407,8760635.96774708
560874.250522217,8760636.24583247
560874.377588819,8760636.46431951
560874.463356152,8760636.64727694
560874.667746395,8760636.73542749
